35.88, -2.15, 8.17, -0.22, 0.07, 1.0
39.66, -2.03, 8.22, -0.21, 0.1, 1.0
42.69, -2.27, 7.75, -0.22, 0.13, 1.0
45.09, -2.31, 7.64, -0.22, 0.15, 1.0
45.45, -1.84, 7.38, -0.22, 0.18, 1.0
44.04, -1.75, 7.12, -0.21, 0.21, 0.99
41.63, -1.97, 6.8, -0.21, 0.25, 0.97
36.36, -2.45, 5.48, -0.21, 0.27, 0.99
32.51, -1.97, 5.14, -0.2, 0.29, 0.99
26.03, -1.39, 4.35, -0.2, 0.31, 0.99
20.32, -0.75, 3.82, -0.2, 0.32, 0.99
14.96, -0.42, 2.57, -0.2, 0.32, 0.99
8.7, 0.22, 1.26, -0.2, 0.32, 0.98
2.72, 0.77, 0.22, -0.2, 0.33, 0.98
-3.45, 0.87, -0.61, -0.2, 0.31, 0.98
-9.94, 1.51, -1.0, -0.21, 0.29, 0.98
-12.22, 1.07, -1.21, -0.21, 0.26, 0.97
-13.93, 1.19, -1.55, -0.21, 0.24, 0.98
-12.22, 0.57, -1.19, -0.21, 0.22, 0.99
-10.18, 0.43, -1.19, -0.21, 0.2, 0.99
-8.03, 0.25, -0.74, -0.21, 0.2, 1.01
-5.95, 0.38, -0.2, -0.21, 0.2, 1.0
-3.83, 0.45, 0.49, -0.21, 0.2, 1.0
-2.21, 0.41, 1.11, -0.21, 0.2, 1.0
-0.72, 0.58, 1.2, -0.21, 0.2, 1.0
0.12, 0.9, 1.19, -0.2, 0.21, 0.99
0.4, 0.48, 1.39, -0.21, 0.22, 0.98
1.37, -0.01, 1.48, -0.21, 0.22, 0.98
1.89, -0.01, 1.34, -0.21, 0.23, 0.99
2.18, 0.38, 1.32, -0.21, 0.23, 1.0
2.67, 0.29, 0.93, -0.21, 0.23, 1.0
2.87, 0.34, 0.84, -0.21, 0.24, 1.0
1.22, 0.77, 0.39, -0.2, 0.25, 0.99
0.32, 0.69, 0.32, -0.21, 0.24, 0.98
-0.71, 0.86, 0.22, -0.21, 0.25, 0.98
-2.03, 0.78, 0.29, -0.21, 0.25, 0.98
-3.07, 0.61, -0.07, -0.21, 0.23, 0.98
-3.36, 0.53, -0.25, -0.2, 0.24, 0.99
-3.16, 0.79, -0.09, -0.21, 0.23, 1.0
-3.4, 0.64, -0.14, -0.21, 0.22, 0.99
-2.05, 0.98, 0.2, -0.21, 0.21, 0.99
-1.0, 1.0, 0.1, -0.21, 0.22, 0.99
0.6, 1.31, 0.06, -0.2, 0.22, 1.0
0.81, 1.37, 0.25, -0.2, 0.23, 0.99
0.59, 1.15, 0.31, -0.21, 0.23, 0.99
-0.04, 0.9, 0.25, -0.21, 0.25, 0.99
-1.52, 0.9, 0.34, -0.21, 0.23, 0.99
-2.31, 1.06, 0.09, -0.2, 0.24, 0.99
-2.14, 1.08, -0.12, -0.21, 0.23, 1.0
-2.46, 1.26, -0.11, -0.21, 0.23, 0.99
-2.68, 1.3, -0.22, -0.2, 0.24, 0.99
-3.55, 1.2, -0.16, -0.2, 0.24, 0.99
-5.21, 1.1, -0.31, -0.2, 0.24, 0.98
-6.01, 1.16, -0.45, -0.21, 0.23, 0.98
-6.9, 0.99, 0.08, -0.21, 0.21, 0.99
-6.17, 0.67, 0.06, -0.21, 0.21, 0.99
-4.36, 0.63, 0.47, -0.21, 0.2, 0.99
-2.46, 0.88, 0.82, -0.22, 0.2, 1.0
-0.83, 0.41, 1.01, -0.21, 0.21, 1.0
0.88, 0.83, 1.0, -0.2, 0.2, 0.99
2.08, 0.51, 1.33, -0.21, 0.22, 0.99
2.54, 0.63, 1.0, -0.21, 0.22, 1.0
2.39, 0.81, 1.23, -0.21, 0.23, 1.0
1.67, 0.7, 0.93, -0.21, 0.23, 1.0
1.8, 0.96, 1.45, -0.21, 0.22, 0.99
2.2, 1.02, 1.51, -0.2, 0.22, 0.98
2.48, 0.56, 1.21, -0.2, 0.22, 0.99
2.5, 0.37, 0.9, -0.21, 0.23, 0.98
1.94, 0.61, 0.76, -0.21, 0.24, 0.99
1.06, 0.54, 0.54, -0.21, 0.25, 0.99
-0.25, 0.71, 0.61, -0.21, 0.25, 1.0
-1.92, 1.03, 0.5, -0.21, 0.24, 0.99
-2.61, 1.06, 0.22, -0.21, 0.24, 0.99
-3.0, 1.23, 0.13, -0.21, 0.23, 0.99
-3.51, 1.05, -0.25, -0.21, 0.23, 0.99
-3.09, 0.7, -0.26, -0.21, 0.23, 0.99
-3.55, 0.96, -0.16, -0.21, 0.23, 1.0
-3.83, 0.95, 0.06, -0.2, 0.22, 0.99
-3.51, 1.33, 0.09, -0.2, 0.21, 1.0
-3.14, 1.3, 0.09, -0.21, 0.21, 0.99
-1.7, 1.25, 0.54, -0.21, 0.21, 0.99
-0.57, 1.02, 0.67, -0.21, 0.21, 1.0
0.25, 0.84, 0.58, -0.21, 0.22, 0.99
0.41, 0.81, 0.86, -0.2, 0.22, 1.0
-0.27, 1.0, 0.66, -0.21, 0.22, 1.0
0.02, 1.19, 0.68, -0.21, 0.23, 0.99
0.38, 0.95, 0.67, -0.21, 0.23, 1.0
0.67, 1.01, 0.63, -0.2, 0.23, 0.98
0.48, 1.03, 0.69, -0.21, 0.24, 0.99
-0.03, 1.0, 0.54, -0.2, 0.23, 0.99
-1.22, 1.18, 0.21, -0.21, 0.23, 0.99
-1.8, 0.86, 0.06, -0.21, 0.23, 0.99
-2.7, 0.83, 0.16, -0.21, 0.24, 0.99
-3.37, 0.91, -0.12, -0.21, 0.24, 0.99
-3.64, 1.0, -0.19, -0.21, 0.22, 1.0
-3.24, 1.24, -0.11, -0.21, 0.22, 0.99
-2.64, 1.16, 0.05, -0.21, 0.22, 0.99
-2.18, 0.93, 0.16, -0.21, 0.22, 1.0
-1.9, 1.02, 0.23, -0.21, 0.22, 0.99
-1.63, 0.96, 0.38, -0.21, 0.22, 0.99
-1.68, 0.95, 0.48, -0.21, 0.21, 0.99
-1.38, 0.89, 0.54, -0.21, 0.22, 0.99
-0.93, 0.83, 0.54, -0.21, 0.22, 1.0
-0.32, 1.06, 0.63, -0.21, 0.22, 1.0
0.32, 1.11, 0.56, -0.21, 0.22, 1.0
0.58, 1.04, 0.83, -0.21, 0.22, 1.0
1.14, 1.03, 1.0, -0.21, 0.22, 1.0
1.28, 0.85, 0.29, -0.21, 0.22, 0.99
0.99, 0.87, 0.38, -0.21, 0.23, 0.99
0.28, 0.9, 0.61, -0.21, 0.23, 0.99
-0.28, 0.74, 0.35, -0.2, 0.23, 0.99
-1.23, 0.77, 0.52, -0.21, 0.23, 0.99
-1.09, 0.67, 1.04, -0.21, 0.22, 0.99
-0.51, 0.54, 0.7, -0.21, 0.21, 0.99
-0.06, 0.72, 1.03, -0.21, 0.21, 1.0
1.17, 0.78, 1.16, -0.21, 0.21, 0.99
1.89, 0.15, 1.36, -0.21, 0.22, 0.99
2.62, 0.06, 1.29, -0.21, 0.23, 1.0
3.12, 0.65, 1.6, -0.2, 0.22, 1.0
3.79, 0.76, 1.57, -0.2, 0.22, 1.0
4.59, 0.65, 0.96, -0.2, 0.23, 0.99
5.3, 1.2, 0.97, -0.21, 0.24, 0.99
3.54, 1.51, 0.73, -0.2, 0.24, 0.99
1.93, 1.22, 0.43, -0.2, 0.26, 0.98
-0.32, 1.17, 0.32, -0.2, 0.26, 0.98
-2.89, 0.86, -0.03, -0.2, 0.26, 0.99
-4.82, 1.01, -0.22, -0.21, 0.25, 0.98
-5.17, 1.44, -0.28, -0.21, 0.24, 0.99
-5.06, 1.52, -0.38, -0.21, 0.22, 0.99
-4.53, 1.3, -0.38, -0.21, 0.22, 0.98
-3.84, 1.19, -0.38, -0.21, 0.23, 0.99
-3.96, 0.79, -0.19, -0.21, 0.23, 0.99
-4.74, 1.03, -0.24, -0.21, 0.23, 0.99
-5.59, 0.87, 0.31, -0.2, 0.23, 1.0
-5.43, 0.78, 0.04, -0.21, 0.22, 0.99
-4.0, 0.96, 0.16, -0.21, 0.21, 1.0
-2.87, 1.17, 0.32, -0.21, 0.22, 1.0
-1.43, 1.32, 0.41, -0.21, 0.21, 1.0
-0.17, 1.48, 0.18, -0.21, 0.22, 0.99
0.23, 1.47, -0.21, -0.2, 0.23, 1.0
-0.78, 1.42, -0.12, -0.21, 0.23, 0.99
-2.14, 1.54, -0.37, -0.21, 0.25, 0.99
-3.58, 1.55, -0.7, -0.2, 0.23, 0.99
-4.67, 2.01, -0.54, -0.2, 0.22, 0.99
-5.29, 1.67, -0.48, -0.21, 0.22, 0.99
-4.54, 1.35, -0.39, -0.22, 0.21, 1.0
-4.0, 1.4, 0.3, -0.22, 0.21, 0.99
-3.75, 1.2, 0.63, -0.21, 0.2, 0.99
-2.05, 0.8, 0.83, -0.21, 0.2, 0.99
-1.45, 0.61, 0.76, -0.21, 0.21, 1.0
-0.28, 0.32, 0.92, -0.21, 0.2, 1.0
0.7, 0.3, 1.4, -0.21, 0.21, 1.0
1.59, 0.48, 1.64, -0.21, 0.21, 1.0
1.83, 0.23, 1.69, -0.21, 0.21, 1.0
1.48, 0.47, 1.8, -0.21, 0.22, 0.99
3.04, 0.49, 1.96, -0.21, 0.21, 0.99
4.06, 0.38, 2.29, -0.21, 0.22, 1.0
4.28, 0.41, 2.16, -0.21, 0.24, 1.0
3.15, 0.77, 1.44, -0.21, 0.24, 1.0
2.32, 1.31, 1.17, -0.2, 0.24, 0.99
0.41, 1.01, 1.58, -0.21, 0.24, 0.99
0.33, 1.16, 1.43, -0.21, 0.22, 0.99
0.76, 0.99, 0.85, -0.21, 0.23, 1.0
1.14, 1.25, 0.08, -0.21, 0.23, 1.0
0.93, 1.15, 0.04, -0.21, 0.23, 1.0
0.38, 1.19, -0.45, -0.21, 0.24, 0.99
-0.54, 1.53, -0.61, -0.21, 0.24, 0.98
-1.94, 1.56, -0.37, -0.21, 0.24, 0.98
-3.32, 1.58, -0.5, -0.21, 0.23, 0.99
-3.9, 1.41, -0.38, -0.21, 0.23, 0.99
-3.91, 1.28, -0.38, -0.21, 0.22, 0.99
-3.34, 1.39, -0.6, -0.22, 0.23, 1.0
-2.9, 1.54, -0.21, -0.21, 0.21, 1.0
-1.41, 1.93, -0.18, -0.21, 0.22, 1.0
-1.09, 2.05, -0.4, -0.21, 0.22, 1.0
-1.23, 1.73, -1.79, -0.21, 0.23, 1.0
-3.44, 2.11, -1.23, -0.21, 0.23, 0.97
-3.48, 1.52, -1.29, -0.21, 0.23, 0.96
-4.75, 1.16, -0.93, -0.21, 0.24, 0.98
-6.61, 0.74, -0.53, -0.21, 0.25, 1.0
-7.52, 0.74, -1.01, -0.21, 0.24, 1.01
-8.12, 1.54, -0.29, -0.21, 0.23, 1.0
-9.39, 2.09, 0.26, -0.22, 0.22, 1.0
-8.9, 2.05, -0.26, -0.21, 0.23, 0.99
-8.48, 2.15, -1.36, -0.21, 0.21, 1.0
-9.77, 2.42, -1.52, -0.21, 0.22, 1.0
-11.33, 2.34, -0.73, -0.22, 0.2, 0.99
-11.18, 2.38, -0.09, -0.21, 0.18, 0.99
-9.3, 1.92, 0.31, -0.22, 0.16, 0.99
-5.82, 1.37, 0.06, -0.22, 0.15, 0.99
0.2, 1.22, 0.01, -0.23, 0.17, 1.01
3.51, 0.96, -0.27, -0.22, 0.17, 1.0
4.89, 0.95, 0.4, -0.22, 0.19, 1.0
5.5, 1.24, 0.8, -0.21, 0.2, 1.0
2.83, 1.8, 1.62, -0.21, 0.22, 1.0
1.48, 1.34, 1.51, -0.21, 0.21, 0.99
1.64, 1.47, 1.09, -0.21, 0.21, 1.0
1.25, 2.01, 0.79, -0.21, 0.22, 1.02
-1.06, 2.22, 0.75, -0.21, 0.22, 1.0
-2.48, 2.12, -0.02, -0.2, 0.23, 0.99
-5.95, 2.31, 0.07, -0.22, 0.23, 0.99
-7.48, 2.24, -1.38, -0.21, 0.21, 1.01
-9.45, 3.56, -1.49, -0.22, 0.22, 1.04
-11.31, 4.37, -0.33, -0.24, 0.16, 1.0
-5.64, 4.01, 0.61, -0.22, 0.15, 0.98
0.3, 2.83, -0.72, -0.22, 0.16, 0.98
2.74, 1.77, -2.59, -0.22, 0.2, 0.97
3.34, -0.21, -4.35, -0.22, 0.23, 0.97
2.37, -0.22, -4.71, -0.2, 0.24, 1.0
-7.21, 1.19, -2.48, -0.21, 0.24, 1.01
-16.19, 2.46, -0.48, -0.22, 0.24, 1.0
-20.51, 2.66, -0.52, -0.22, 0.23, 0.98
-22.16, 1.75, -2.05, -0.22, 0.22, 0.98
-23.09, 1.42, -3.11, -0.22, 0.19, 0.97
-22.58, 1.23, -3.67, -0.22, 0.18, 1.0
-22.96, 1.47, -3.72, -0.22, 0.16, 1.02
-25.23, 2.16, -2.45, -0.22, 0.14, 1.02
-24.48, 2.98, -2.16, -0.22, 0.12, 1.01
-21.94, 2.85, -1.82, -0.23, 0.1, 0.99
-16.99, 2.45, -1.89, -0.23, 0.09, 1.0
-12.2, 2.04, -1.38, -0.22, 0.08, 0.99
-8.54, 1.72, -1.13, -0.23, 0.07, 1.01
-3.55, 1.38, 0.31, -0.23, 0.07, 1.0
1.29, 1.13, 1.28, -0.23, 0.08, 1.0
5.02, 0.69, 1.31, -0.23, 0.09, 1.0
9.78, 0.51, 1.85, -0.23, 0.1, 1.01
11.09, 0.66, 2.91, -0.22, 0.11, 1.01
12.56, 0.83, 3.37, -0.23, 0.13, 1.0
13.13, 0.72, 3.19, -0.22, 0.14, 1.01
12.69, 0.8, 3.06, -0.22, 0.14, 0.99
13.04, 0.52, 3.16, -0.22, 0.15, 1.0
12.49, 0.76, 3.22, -0.23, 0.16, 1.0
11.25, 0.54, 2.79, -0.22, 0.17, 0.99
10.63, 0.41, 2.57, -0.23, 0.19, 0.99
10.09, 0.21, 2.0, -0.23, 0.19, 0.99
8.42, 0.09, 1.49, -0.22, 0.2, 0.99
6.48, 0.05, 1.17, -0.21, 0.21, 1.0
3.31, 0.66, 0.85, -0.22, 0.21, 1.01
-0.06, 1.01, 0.35, -0.22, 0.22, 1.0
-3.36, 0.9, 0.07, -0.22, 0.21, 1.0
-6.28, 1.35, -0.64, -0.22, 0.2, 0.99
66.62, -15.55, -11.84, -0.19, -0.21, 0.87
111.93, -3.71, -11.58, -0.47, -0.27, 1.12
83.29, -7.88, 8.88, -0.06, 0.23, 1.17
54.9, 2.83, 17.12, -0.23, 0.21, 1.0
62.99, -1.86, 20.8, -0.22, 0.34, 0.99
46.47, 3.34, 21.09, -0.21, 0.42, 0.97
30.17, 2.9, 20.96, -0.19, 0.5, 0.93
12.09, 6.64, 14.63, -0.16, 0.55, 0.86
10.37, -0.52, 0.87, -0.19, 0.54, 0.92
-9.59, 0.06, -4.94, -0.19, 0.5, 0.95
-27.57, 1.67, -5.67, -0.19, 0.47, 0.95
-43.4, 3.35, -6.22, -0.19, 0.43, 0.97
-48.09, -7.33, -2.38, -0.08, 0.38, 1.04
-53.84, -0.42, -9.11, -0.24, 0.29, 1.0
-36.02, -0.01, -11.54, -0.27, 0.11, 0.98
-18.22, -1.12, -11.45, -0.22, -0.03, 0.96
2.92, -1.41, -7.79, -0.22, 0.0, 1.02
4.35, 0.79, 0.66, -0.23, 0.14, 1.06
-2.01, -0.11, 6.9, -0.23, 0.2, 1.04
2.2, 2.68, 6.63, -0.22, 0.15, 0.95
14.31, 5.03, 4.88, -0.14, 0.14, 0.93
10.41, 0.61, 5.25, -0.21, 0.29, 1.03
5.92, 1.8, 5.18, -0.18, 0.32, 0.92
4.09, 1.68, 3.41, -0.22, 0.32, 0.95
9.05, -0.85, -0.38, -0.24, 0.22, 0.97
16.96, -4.07, -1.38, -0.22, 0.17, 1.0
9.6, 1.77, 0.79, -0.18, 0.24, 0.97
7.19, 1.24, 3.58, -0.22, 0.32, 0.99
2.24, 1.18, 2.82, -0.22, 0.29, 0.98
4.67, 0.97, 0.84, -0.25, 0.23, 0.94
3.91, 1.48, 1.25, -0.19, 0.29, 0.97
3.96, -0.05, 0.65, -0.22, 0.28, 0.98
6.49, -1.36, -0.26, -0.22, 0.23, 0.98
14.09, -2.38, 0.49, -0.21, 0.23, 1.01
4.09, 3.22, 1.64, -0.27, 0.26, 1.01
1.9, 4.34, 2.07, -0.23, 0.32, 0.99
-0.47, 2.77, 1.96, -0.2, 0.32, 0.98
-3.71, 2.83, 1.07, -0.21, 0.29, 0.96
-1.81, 1.56, -0.31, -0.21, 0.29, 0.97
-3.83, 1.38, -0.41, -0.21, 0.32, 0.96
-12.82, 6.31, -0.81, -0.22, 0.24, 0.97
-6.07, 2.85, -2.87, -0.2, 0.17, 0.9
8.99, -0.33, -0.91, -0.21, 0.21, 0.99
4.36, -0.65, 1.31, -0.23, 0.23, 0.99
4.38, -3.0, 2.64, -0.21, 0.29, 1.02
-1.83, 0.41, 1.67, -0.21, 0.28, 0.97
5.68, -0.78, 1.0, -0.22, 0.3, 0.99
3.37, 0.0, 0.61, -0.21, 0.31, 0.98
2.17, -0.05, 0.02, -0.21, 0.3, 0.97
-0.54, 0.49, -0.7, -0.2, 0.29, 0.97
-1.64, -0.37, -0.87, -0.21, 0.29, 0.99
-4.09, -0.67, -0.9, -0.2, 0.29, 0.98
-7.94, 0.42, -0.65, -0.21, 0.3, 0.98
-9.81, -0.11, -0.83, -0.21, 0.3, 0.97
-11.8, 0.57, -1.19, -0.2, 0.29, 0.97
-11.45, 0.53, -1.98, -0.22, 0.3, 0.99
-12.7, 0.36, -2.74, -0.22, 0.28, 0.98
-13.67, -0.35, -2.52, -0.22, 0.27, 0.98
-14.43, -0.56, -1.8, -0.22, 0.26, 0.99
-16.17, -0.96, -1.61, -0.21, 0.26, 0.99
-16.95, -0.74, -0.44, -0.19, 0.24, 0.98
-12.74, -0.3, 2.37, -0.18, 0.23, 0.97
-4.02, -1.22, 5.01, -0.21, 0.27, 0.99
1.29, -1.9, 7.39, -0.2, 0.27, 1.0
4.16, -3.01, 9.67, -0.21, 0.3, 1.02
5.01, -3.64, 11.99, -0.21, 0.31, 1.03
6.25, -3.23, 13.26, -0.22, 0.32, 1.02
6.04, -3.88, 13.08, -0.23, 0.34, 1.02
3.17, -1.25, 13.15, -0.21, 0.33, 1.01
-0.61, -0.43, 12.03, -0.2, 0.32, 1.0
-3.27, 1.01, 11.54, -0.19, 0.28, 0.96
-0.51, 0.05, 13.06, -0.2, 0.26, 0.95
2.48, -0.74, 13.84, -0.19, 0.25, 0.96
3.99, -1.24, 16.09, -0.18, 0.24, 0.95
7.43, -1.69, 17.29, -0.19, 0.24, 0.95
8.18, -1.33, 18.7, -0.17, 0.26, 0.96
6.71, -0.02, 19.25, -0.17, 0.26, 0.96
6.59, 1.77, 20.24, -0.18, 0.27, 0.94
9.42, 1.87, 20.37, -0.17, 0.28, 0.96
10.04, 2.89, 21.35, -0.18, 0.29, 0.97
10.43, 2.14, 22.09, -0.18, 0.3, 0.97
10.44, 2.6, 21.7, -0.19, 0.31, 0.97
8.87, 3.09, 20.97, -0.17, 0.33, 0.98
6.17, 5.17, 22.06, -0.18, 0.31, 0.96
9.81, 6.02, 22.93, -0.17, 0.33, 0.96
8.41, 7.17, 23.4, -0.17, 0.33, 0.95
11.23, 6.98, 23.88, -0.18, 0.32, 0.94
13.34, 7.11, 22.42, -0.17, 0.32, 0.96
11.73, 7.06, 20.82, -0.18, 0.3, 0.96
9.89, 6.23, 18.43, -0.19, 0.29, 0.98
4.9, 4.4, 16.0, -0.19, 0.29, 1.0
-0.02, 4.03, 14.54, -0.18, 0.28, 0.99
-3.38, 4.33, 14.35, -0.18, 0.27, 1.0
-4.2, 3.96, 13.96, -0.19, 0.28, 1.0
-2.22, 2.96, 12.79, -0.19, 0.28, 0.99
-3.17, 3.92, 12.22, -0.17, 0.29, 0.98
-0.8, 4.7, 12.16, -0.18, 0.3, 0.97
0.53, 4.52, 11.31, -0.19, 0.31, 0.98
0.39, 3.87, 11.3, -0.18, 0.32, 0.99
-0.05, 3.87, 12.48, -0.18, 0.34, 0.98
0.99, 3.96, 14.09, -0.18, 0.35, 0.98
2.83, 4.29, 15.4, -0.18, 0.38, 0.98
5.94, 5.07, 16.22, -0.18, 0.37, 0.97
7.74, 5.59, 16.83, -0.17, 0.37, 0.95
9.81, 6.25, 16.94, -0.18, 0.36, 0.94
14.11, 6.45, 17.45, -0.17, 0.36, 0.94
12.38, 7.34, 17.07, -0.17, 0.36, 0.95
11.29, 8.1, 17.09, -0.17, 0.35, 0.94
11.32, 8.47, 16.71, -0.18, 0.33, 0.93
12.83, 8.87, 14.84, -0.18, 0.32, 0.92
13.69, 8.57, 12.19, -0.18, 0.32, 0.94
6.22, 4.9, 3.94, -0.2, 0.34, 1.02
-13.88, 0.8, -3.99, -0.18, 0.29, 1.07
-30.48, 0.44, -5.31, -0.17, 0.22, 1.05
-28.41, 1.19, -1.69, -0.18, 0.2, 1.0
-12.46, 1.46, 1.37, -0.2, 0.26, 0.97
-0.7, 3.44, 2.12, -0.18, 0.25, 0.97
2.65, 5.49, 1.06, -0.17, 0.25, 0.96
4.67, 7.96, 1.39, -0.16, 0.26, 0.95
8.32, 9.67, 1.69, -0.18, 0.31, 0.95
13.74, 8.03, 1.77, -0.19, 0.34, 0.94
15.74, 6.19, 2.58, -0.19, 0.37, 0.96
12.83, 4.27, 3.11, -0.2, 0.37, 0.96
11.38, 2.09, 2.69, -0.19, 0.37, 0.94
12.6, 1.56, 1.97, -0.18, 0.38, 0.93
15.32, 0.94, 0.97, -0.19, 0.39, 0.95
15.45, 0.25, 1.16, -0.19, 0.4, 0.97
14.26, -0.22, 1.41, -0.19, 0.4, 0.97
16.12, -0.92, 1.53, -0.2, 0.41, 0.97
12.63, -0.22, 1.66, -0.18, 0.43, 0.97
10.3, 0.34, 1.44, -0.17, 0.41, 0.94
11.36, 1.86, 0.75, -0.18, 0.39, 0.92
13.55, 0.58, 0.56, -0.2, 0.43, 0.96
9.52, -1.16, 1.45, -0.2, 0.45, 0.96
6.28, -1.77, 1.09, -0.18, 0.45, 0.95
-1.31, -0.47, 0.4, -0.17, 0.44, 0.93
-0.06, 1.17, -0.48, -0.18, 0.43, 0.93
-0.41, -0.25, 0.0, -0.19, 0.45, 0.96
-6.63, -2.27, 0.26, -0.2, 0.45, 0.97
-11.14, -2.56, 0.6, -0.17, 0.44, 0.96
-13.64, -1.42, 0.14, -0.17, 0.44, 0.95
-14.84, -1.37, 2.12, -0.17, 0.44, 0.94
